State/UT,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,147 Average,FAQ,"2,850.00","2,900.00","2,870.00",Rs./Quintal,2025-09-08
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,Lokwan,FAQ,"2,850.00","2,925.00","2,900.00",Rs./Quintal,2025-09-08
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,Wheat,FAQ,"2,790.00","2,800.00","2,795.00",Rs./Quintal,2025-09-08
Gujarat,Dahod,Zalod(Zalod) APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,2025-09-08
Gujarat,Devbhumi Dwarka,Jam Khambalia APMC,Cereals,Wheat,147 Average,FAQ,"2,400.00","2,565.00","2,450.00",Rs./Quintal,2025-09-08
Gujarat,Gandhinagar,Dehgam APMC,Cereals,Wheat,Other,FAQ,"2,675.00","2,700.00","2,687.00",Rs./Quintal,2025-09-08
Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,670.00","2,660.00",Rs./Quintal,2025-09-08
Gujarat,Gandhinagar,Kalol APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,705.00","2,675.00",Rs./Quintal,2025-09-08
Gujarat,Gandhinagar,Mansa APMC,Cereals,Wheat,Medium,FAQ,"2,625.00","2,780.00","2,735.00",Rs./Quintal,2025-09-08
Gujarat,Gir Somnath,Kodinar APMC,Cereals,Wheat,Medium Fine,FAQ,"2,400.00","2,865.00","2,605.00",Rs./Quintal,2025-09-08
Gujarat,Gir Somnath,Veraval APMC,Cereals,Wheat,Medium Fine,FAQ,"2,405.00","2,715.00","2,550.00",Rs./Quintal,2025-09-08
Gujarat,Jamnagar,Dhrol APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,565.00","2,510.00",Rs./Quintal,2025-09-08
Gujarat,Jamnagar,Jam Jodhpur APMC,Cereals,Wheat,Lok-1,FAQ,"2,500.00","2,700.00","2,600.00",Rs./Quintal,2025-09-08
Gujarat,Jamnagar,Jamnagar APMC,Cereals,Wheat,Other,FAQ,"2,535.00","2,770.00","2,675.00",Rs./Quintal,2025-09-08
Gujarat,Jamnagar,Kalawad APMC,Cereals,Wheat,Other,FAQ,"2,425.00","2,680.00","2,520.00",Rs./Quintal,2025-09-08
Gujarat,Junagarh,Bhesan APMC,Cereals,Wheat,Other,FAQ,"2,000.00","2,625.00","2,500.00",Rs./Quintal,2025-09-08
Gujarat,Junagarh,Junagadh APMC,Cereals,Wheat,Lokwan,FAQ,"2,400.00","2,695.00","2,600.00",Rs./Quintal,2025-09-08
Gujarat,Junagarh,Junagadh APMC,Cereals,Wheat,Sharbati,FAQ,"2,450.00","2,685.00","2,550.00",Rs./Quintal,2025-09-08
Gujarat,Junagarh,Visavadar APMC,Cereals,Wheat,Lokwan Gujrat,FAQ,"2,555.00","2,825.00","2,690.00",Rs./Quintal,2025-09-08
Gujarat,Kheda,Kapadvanj APMC,Cereals,Wheat,Other,FAQ,"2,250.00","2,625.00","2,580.00",Rs./Quintal,2025-09-08
Gujarat,Kheda,Matar(Limbasi) APMC,Cereals,Wheat,Other,FAQ,"2,410.00","2,435.00","2,425.00",Rs./Quintal,2025-09-08
Gujarat,Mehsana,Kadi APMC,Cereals,Wheat,Deshi,FAQ,"2,555.00","2,705.00","2,675.00",Rs./Quintal,2025-09-08
Gujarat,Mehsana,Mehsana APMC,Cereals,Wheat,Local,FAQ,"2,620.00","2,675.00","2,660.00",Rs./Quintal,2025-09-08
Gujarat,Mehsana,Visnagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,2025-09-08
Gujarat,Morbi,Morbi APMC,Cereals,Wheat,Local,FAQ,"2,620.00","2,690.00","2,655.00",Rs./Quintal,2025-09-08
Gujarat,Patan,Patan APMC,Cereals,Wheat,Other,FAQ,"2,550.00","2,675.00","2,650.00",Rs./Quintal,2025-09-08
Gujarat,Patan,Siddhpur APMC,Cereals,Wheat,Hybrid,FAQ,"2,650.00","2,690.00","2,670.00",Rs./Quintal,2025-09-08
Gujarat,Porbandar,Porbandar APMC,Cereals,Wheat,Lokwan,FAQ,"2,425.00","2,425.00","2,425.00",Rs./Quintal,2025-09-08
Gujarat,Porbandar,Porbandar APMC,Cereals,Wheat,Other,FAQ,"2,640.00","2,750.00","2,695.00",Rs./Quintal,2025-09-08
Gujarat,Rajkot,Gondal APMC,Cereals,Wheat,Lokwan,FAQ,"2,570.00","2,810.00","2,700.00",Rs./Quintal,2025-09-08
Gujarat,Rajkot,Jasdan APMC,Cereals,Wheat,2189 No. 1,FAQ,"2,250.00","2,650.00","2,500.00",Rs./Quintal,2025-09-08
Gujarat,Rajkot,Jasdan APMC,Cereals,Wheat,2189 No. 2,FAQ,"2,375.00","2,660.00","2,500.00",Rs./Quintal,2025-09-08
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Cereals,Wheat,Lokwan,FAQ,"2,555.00","2,740.00","2,700.00",Rs./Quintal,2025-09-08
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Cereals,Wheat,Other,FAQ,"2,575.00","2,740.00","2,700.00",Rs./Quintal,2025-09-08
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Lokwan,FAQ,"2,550.00","2,745.00","2,670.00",Rs./Quintal,2025-09-08
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Sharbati,FAQ,"2,645.00","2,850.00","2,690.00",Rs./Quintal,2025-09-08
Gujarat,Rajkot,Upleta APMC,Cereals,Wheat,Other,FAQ,"2,690.00","2,715.00","2,700.00",Rs./Quintal,2025-09-08
Gujarat,Sabarkantha,Himatnagar APMC,Cereals,Wheat,Sonalika,FAQ,"2,700.00","2,750.00","2,750.00",Rs./Quintal,2025-09-08
Gujarat,Sabarkantha,Meghraj APMC,Cereals,Wheat,Other,FAQ,"2,400.00","2,550.00","2,550.00",Rs./Quintal,2025-09-08
Gujarat,Sabarkantha,Modasa APMC,Cereals,Wheat,Lokwan Gujrat,FAQ,"2,625.00","2,815.00","2,815.00",Rs./Quintal,2025-09-08
Gujarat,Sabarkantha,Modasa(Tintoi) APMC,Cereals,Wheat,Lokwan,FAQ,"2,525.00","2,715.00","2,715.00",Rs./Quintal,2025-09-08
Gujarat,Sabarkantha,Talod APMC,Cereals,Wheat,Other,FAQ,"2,625.00","2,730.00","2,662.00",Rs./Quintal,2025-09-08
Gujarat,Sabarkantha,Vadali APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,670.00","2,660.00",Rs./Quintal,2025-09-08
Gujarat,Ahmedabad,Sanad APMC,Cereals,Wheat,Sharbati,FAQ,"2,590.00","2,850.00","2,720.00",Rs./Quintal,2025-09-09
Gujarat,Amreli,APMC Bagasara,Cereals,Wheat,Lokwan Gujrat,FAQ,"2,000.00","2,765.00","2,382.00",Rs./Quintal,2025-09-09
Gujarat,Amreli,Babra APMC,Cereals,Wheat,Other,FAQ,"2,300.00","2,750.00","2,525.00",Rs./Quintal,2025-09-09
Gujarat,Amreli,Dhari APMC,Cereals,Wheat,Lokwan Gujrat,FAQ,"2,710.00","2,775.00","2,740.00",Rs./Quintal,2025-09-09
Gujarat,Amreli,Rajula APMC,Cereals,Wheat,PISSI,FAQ,"2,125.00","3,025.00","2,575.00",Rs./Quintal,2025-09-09
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Bansi,FAQ,"2,775.00","3,000.00","2,875.00",Rs./Quintal,2025-09-09
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Lokwan,FAQ,"2,650.00","2,875.00","2,800.00",Rs./Quintal,2025-09-09
Gujarat,Anand,Khambhat(Grain Market) APMC,Cereals,Wheat,Other,FAQ,"2,350.00","2,750.00","2,500.00",Rs./Quintal,2025-09-09
Gujarat,Banaskanth,Deesa APMC,Cereals,Wheat,Other,FAQ,"2,550.00","2,695.00","2,650.00",Rs./Quintal,2025-09-09
Gujarat,Banaskanth,Deesa(Bhildi) APMC,Cereals,Wheat,Other,FAQ,"2,625.00","2,800.00","2,800.00",Rs./Quintal,2025-09-09
Gujarat,Banaskanth,Palanpur APMC,Cereals,Wheat,Other,FAQ,"2,700.00","2,815.00","2,757.00",Rs./Quintal,2025-09-09
Gujarat,Banaskanth,Panthawada APMC,Cereals,Wheat,Other,FAQ,"2,725.00","2,725.00","2,725.00",Rs./Quintal,2025-09-09
Gujarat,Banaskanth,Thara APMC,Cereals,Wheat,Other,FAQ,"2,540.00","2,665.00","2,602.50",Rs./Quintal,2025-09-09
Gujarat,Banaskanth,Vadgam APMC,Cereals,Wheat,147 Average,FAQ,"2,660.00","2,660.00","2,660.00",Rs./Quintal,2025-09-09
Gujarat,Bharuch,Jambusar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","3,400.00","2,800.00",Rs./Quintal,2025-09-09
Gujarat,Bhavnagar,Bhavnagar APMC,Cereals,Wheat,Local,FAQ,"2,505.00","2,900.00","2,700.00",Rs./Quintal,2025-09-09
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Cereals,Wheat,Kalyan,FAQ,"2,455.00","3,095.00","2,750.00",Rs./Quintal,2025-09-09
Gujarat,Bhavnagar,Taleja APMC,Cereals,Wheat,Kalyan,FAQ,"2,505.00","2,915.00","2,710.00",Rs./Quintal,2025-09-09
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,147 Average,FAQ,"2,850.00","2,932.00","2,885.00",Rs./Quintal,2025-09-09
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,Lokwan,FAQ,"2,850.00","2,925.00","2,900.00",Rs./Quintal,2025-09-09
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,Wheat,FAQ,"2,760.00","2,770.00","2,765.00",Rs./Quintal,2025-09-09
Gujarat,Dahod,Zalod(Zalod) APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,2025-09-09
Gujarat,Gandhinagar,Dehgam APMC,Cereals,Wheat,Other,FAQ,"2,630.00","2,695.00","2,662.00",Rs./Quintal,2025-09-09
Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,650.00","2,625.00",Rs./Quintal,2025-09-09
Gujarat,Gandhinagar,Kalol APMC,Cereals,Wheat,Other,FAQ,"2,250.00","2,800.00","2,500.00",Rs./Quintal,2025-09-09
Gujarat,Gandhinagar,Mansa APMC,Cereals,Wheat,Medium,FAQ,"2,625.00","2,800.00","2,700.00",Rs./Quintal,2025-09-09
Gujarat,Gir Somnath,Kodinar APMC,Cereals,Wheat,Medium Fine,FAQ,"2,500.00","2,815.00","2,600.00",Rs./Quintal,2025-09-09
Gujarat,Gir Somnath,Veraval APMC,Cereals,Wheat,Medium Fine,FAQ,"2,425.00","2,655.00","2,500.00",Rs./Quintal,2025-09-09
Gujarat,Jamnagar,Dhrol APMC,Cereals,Wheat,Other,FAQ,"2,380.00","2,600.00","2,490.00",Rs./Quintal,2025-09-09
Gujarat,Jamnagar,Jamnagar APMC,Cereals,Wheat,Other,FAQ,"2,580.00","3,075.00","2,825.00",Rs./Quintal,2025-09-09
Gujarat,Jamnagar,Kalawad APMC,Cereals,Wheat,Other,FAQ,"2,425.00","2,615.00","2,510.00",Rs./Quintal,2025-09-09
Gujarat,Junagarh,Junagadh APMC,Cereals,Wheat,Lokwan,FAQ,"2,400.00","2,700.00","2,600.00",Rs./Quintal,2025-09-09
Gujarat,Junagarh,Visavadar APMC,Cereals,Wheat,Lokwan Gujrat,FAQ,"2,550.00","2,770.00","2,660.00",Rs./Quintal,2025-09-09
Gujarat,Kheda,Kapadvanj APMC,Cereals,Wheat,Other,FAQ,"2,550.00","2,625.00","2,580.00",Rs./Quintal,2025-09-09
Gujarat,Mehsana,Kadi APMC,Cereals,Wheat,Deshi,FAQ,"2,620.00","2,730.00","2,680.00",Rs./Quintal,2025-09-09
Gujarat,Mehsana,Mehsana APMC,Cereals,Wheat,Local,FAQ,"2,590.00","2,705.00","2,675.00",Rs./Quintal,2025-09-09
Gujarat,Mehsana,Mehsana(Jornang) APMC,Cereals,Wheat,Other,FAQ,"2,400.00","2,675.00","2,650.00",Rs./Quintal,2025-09-09
Gujarat,Mehsana,Visnagar APMC,Cereals,Wheat,Other,FAQ,"2,630.00","2,880.00","2,755.00",Rs./Quintal,2025-09-09
Gujarat,Morbi,APMC HALVAD,Cereals,Wheat,Other,FAQ,"2,560.00","2,770.00","2,650.00",Rs./Quintal,2025-09-09
Gujarat,Morbi,Morbi APMC,Cereals,Wheat,Local,FAQ,"2,680.00","2,700.00","2,690.00",Rs./Quintal,2025-09-09
Gujarat,Morbi,Vankaner APMC,Cereals,Wheat,Other,FAQ,"2,400.00","2,750.00","2,650.00",Rs./Quintal,2025-09-09
Gujarat,Patan,Patan APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,755.00","2,700.00",Rs./Quintal,2025-09-09
Gujarat,Patan,Radhanpur APMC,Cereals,Wheat,Medium Fine,FAQ,"2,555.00","2,800.00","2,700.00",Rs./Quintal,2025-09-09
Gujarat,Patan,Sami APMC,Cereals,Wheat,Other,FAQ,"2,250.00","2,500.00","2,375.00",Rs./Quintal,2025-09-09
Gujarat,Patan,Siddhpur APMC,Cereals,Wheat,Hybrid,FAQ,"2,000.00","2,825.00","2,412.00",Rs./Quintal,2025-09-09
Gujarat,Porbandar,Porbandar APMC,Cereals,Wheat,Lokwan,FAQ,"2,475.00","2,480.00","2,480.00",Rs./Quintal,2025-09-09
Gujarat,Porbandar,Porbandar APMC,Cereals,Wheat,Other,FAQ,"2,640.00","2,775.00","2,705.00",Rs./Quintal,2025-09-09
Gujarat,Rajkot,Gondal APMC,Cereals,Wheat,Lokwan,FAQ,"2,500.00","2,840.00","2,690.00",Rs./Quintal,2025-09-09
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Cereals,Wheat,Lokwan,FAQ,"2,575.00","2,775.00","2,750.00",Rs./Quintal,2025-09-09
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Cereals,Wheat,Other,FAQ,"2,580.00","2,775.00","2,700.00",Rs./Quintal,2025-09-09
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Lokwan,FAQ,"2,635.00","2,750.00","2,670.00",Rs./Quintal,2025-09-09
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Sharbati,FAQ,"2,145.00","3,125.00","2,730.00",Rs./Quintal,2025-09-09
Gujarat,Rajkot,Upleta APMC,Cereals,Wheat,Other,FAQ,"2,675.00","2,725.00","2,700.00",Rs./Quintal,2025-09-09
Gujarat,Sabarkantha,Bhiloda APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,800.00","2,725.00",Rs./Quintal,2025-09-09
Gujarat,Sabarkantha,Himatnagar APMC,Cereals,Wheat,Sonalika,FAQ,"2,730.00","3,045.00","2,900.00",Rs./Quintal,2025-09-09
Gujarat,Sabarkantha,Meghraj APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,600.00","2,600.00",Rs./Quintal,2025-09-09
Gujarat,Sabarkantha,Modasa APMC,Cereals,Wheat,Lokwan Gujrat,FAQ,"2,625.00","2,825.00","2,825.00",Rs./Quintal,2025-09-09
Gujarat,Sabarkantha,Modasa(Tintoi) APMC,Cereals,Wheat,Lokwan,FAQ,"2,525.00","2,725.00","2,725.00",Rs./Quintal,2025-09-09
Gujarat,Sabarkantha,Talod APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,725.00","2,687.00",Rs./Quintal,2025-09-09
Gujarat,Sabarkantha,Vadali APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,720.00","2,685.00",Rs./Quintal,2025-09-09
Gujarat,Surendranagar,Dhragradhra APMC,Cereals,Wheat,Wheat,FAQ,"2,660.00","2,660.00","2,660.00",Rs./Quintal,2025-09-09
Gujarat,Amreli,Rajula APMC,Cereals,Wheat,PISSI,FAQ,"2,105.00","3,050.00","2,578.00",Rs./Quintal,2025-09-10
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Bansi,FAQ,"2,500.00","3,005.00","2,875.00",Rs./Quintal,2025-09-10
Gujarat,Amreli,Savarkundla APMC,Cereals,Wheat,Lokwan,FAQ,"2,250.00","2,800.00","2,675.00",Rs./Quintal,2025-09-10
Gujarat,Amreli,The Agricultural Produce Market Committee-Amreli,Cereals,Wheat,Lokwan,FAQ,"2,175.00","2,865.00","2,765.00",Rs./Quintal,2025-09-10
Gujarat,Amreli,The Agricultural Produce Market Committee-Amreli,Cereals,Wheat,Rajasthan Tukdi,FAQ,"2,255.00","2,950.00","2,775.00",Rs./Quintal,2025-09-10
Gujarat,Anand,Borsad APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,2025-09-10
Gujarat,Anand,Khambhat(Grain Market) APMC,Cereals,Wheat,Other,FAQ,"2,350.00","2,750.00","2,500.00",Rs./Quintal,2025-09-10
Gujarat,Banaskanth,Deesa(Bhildi) APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,605.00","2,500.00",Rs./Quintal,2025-09-10
Gujarat,Banaskanth,Dhanera APMC,Cereals,Wheat,Other,FAQ,"2,460.00","2,900.00","2,680.00",Rs./Quintal,2025-09-10
Gujarat,Banaskanth,Palanpur APMC,Cereals,Wheat,Other,FAQ,"2,655.00","2,805.00","2,730.00",Rs./Quintal,2025-09-10
Gujarat,Banaskanth,Panthawada APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,2025-09-10
Gujarat,Banaskanth,Thara APMC,Cereals,Wheat,Other,FAQ,"2,555.00","2,665.00","2,610.00",Rs./Quintal,2025-09-10
Gujarat,Bharuch,Jambusar APMC,Cereals,Wheat,Other,FAQ,"2,700.00","3,300.00","3,000.00",Rs./Quintal,2025-09-10
Gujarat,Bhavnagar,Bhavnagar APMC,Cereals,Wheat,Local,FAQ,"2,580.00","2,855.00","2,720.00",Rs./Quintal,2025-09-10
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Cereals,Wheat,Kalyan,FAQ,"2,560.00","3,080.00","3,000.00",Rs./Quintal,2025-09-10
Gujarat,Bhavnagar,Taleja APMC,Cereals,Wheat,Kalyan,FAQ,"2,250.00","2,910.00","2,580.00",Rs./Quintal,2025-09-10
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,147 Average,FAQ,"2,850.00","2,925.00","2,900.00",Rs./Quintal,2025-09-10
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,Lokwan,FAQ,"2,850.00","2,900.00","2,875.00",Rs./Quintal,2025-09-10
Gujarat,Dahod,Dahod APMC,Cereals,Wheat,Wheat,FAQ,"2,770.00","2,780.00","2,775.00",Rs./Quintal,2025-09-10
Gujarat,Dahod,Limkheda APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,2025-09-10
Gujarat,Dahod,Zalod(Sanjeli) APMC,Cereals,Wheat,Other,FAQ,"2,550.00","2,600.00","2,600.00",Rs./Quintal,2025-09-10
Gujarat,Dahod,Zalod(Zalod) APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,2025-09-10
Gujarat,Gandhinagar,Dehgam APMC,Cereals,Wheat,Other,FAQ,"2,700.00","2,705.00","2,702.00",Rs./Quintal,2025-09-10
Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,675.00","2,662.00",Rs./Quintal,2025-09-10
Gujarat,Gandhinagar,Kalol APMC,Cereals,Wheat,Other,FAQ,"2,350.00","2,790.00","2,550.00",Rs./Quintal,2025-09-10
Gujarat,Gandhinagar,Mansa APMC,Cereals,Wheat,Medium,FAQ,"2,500.00","2,815.00","2,755.00",Rs./Quintal,2025-09-10
Gujarat,Gir Somnath,Veraval APMC,Cereals,Wheat,Medium Fine,FAQ,"2,425.00","2,805.00","2,575.00",Rs./Quintal,2025-09-10
Gujarat,Jamnagar,Dhrol APMC,Cereals,Wheat,Other,FAQ,"2,025.00","2,620.00","2,325.00",Rs./Quintal,2025-09-10
Gujarat,Jamnagar,Jamnagar APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,785.00","2,675.00",Rs./Quintal,2025-09-10
Gujarat,Jamnagar,Kalawad APMC,Cereals,Wheat,Other,FAQ,"2,375.00","2,680.00","2,470.00",Rs./Quintal,2025-09-10
Gujarat,Junagarh,Bhesan APMC,Cereals,Wheat,Other,FAQ,"2,000.00","2,750.00","2,500.00",Rs./Quintal,2025-09-10
Gujarat,Junagarh,Junagadh APMC,Cereals,Wheat,Lokwan,FAQ,"2,400.00","2,750.00","2,550.00",Rs./Quintal,2025-09-10
Gujarat,Junagarh,Junagadh APMC,Cereals,Wheat,Sharbati,FAQ,"2,500.00","2,665.00","2,600.00",Rs./Quintal,2025-09-10
Gujarat,Junagarh,Visavadar APMC,Cereals,Wheat,Lokwan Gujrat,FAQ,"2,640.00","2,815.00","2,720.00",Rs./Quintal,2025-09-10
Gujarat,Kheda,Kapadvanj APMC,Cereals,Wheat,Other,FAQ,"2,575.00","2,650.00","2,600.00",Rs./Quintal,2025-09-10
Gujarat,Mehsana,Kadi APMC,Cereals,Wheat,Deshi,FAQ,"2,595.00","2,720.00","2,675.00",Rs./Quintal,2025-09-10
Gujarat,Mehsana,Mehsana APMC,Cereals,Wheat,Local,FAQ,"2,585.00","2,735.00","2,675.00",Rs./Quintal,2025-09-10
Gujarat,Mehsana,Visnagar APMC,Cereals,Wheat,Other,FAQ,"2,610.00","2,865.00","2,737.00",Rs./Quintal,2025-09-10
Gujarat,Morbi,APMC HALVAD,Cereals,Wheat,Other,FAQ,"2,250.00","2,815.00","2,700.00",Rs./Quintal,2025-09-10
Gujarat,Morbi,Morbi APMC,Cereals,Wheat,Local,FAQ,"2,605.00","2,755.00","2,680.00",Rs./Quintal,2025-09-10
Gujarat,Morbi,Vankaner APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,740.00","2,660.00",Rs./Quintal,2025-09-10
Gujarat,Patan,Harij APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,675.00","2,590.00",Rs./Quintal,2025-09-10
Gujarat,Patan,Patan APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,805.00","2,700.00",Rs./Quintal,2025-09-10
Gujarat,Patan,Radhanpur APMC,Cereals,Wheat,Medium Fine,FAQ,"2,575.00","2,805.00","2,675.00",Rs./Quintal,2025-09-10
Gujarat,Patan,Siddhpur APMC,Cereals,Wheat,Hybrid,FAQ,"2,500.00","2,765.00","2,632.00",Rs./Quintal,2025-09-10
Gujarat,Porbandar,Porbandar APMC,Cereals,Wheat,Lokwan,FAQ,"2,475.00","2,575.00","2,525.00",Rs./Quintal,2025-09-10
Gujarat,Porbandar,Porbandar APMC,Cereals,Wheat,Other,FAQ,"2,670.00","2,840.00","2,755.00",Rs./Quintal,2025-09-10
Gujarat,Rajkot,Jasdan APMC,Cereals,Wheat,2189 No. 1,FAQ,"2,375.00","2,720.00","2,500.00",Rs./Quintal,2025-09-10
Gujarat,Rajkot,Jasdan APMC,Cereals,Wheat,2189 No. 2,FAQ,"2,425.00","2,755.00","2,525.00",Rs./Quintal,2025-09-10
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Cereals,Wheat,Lokwan,FAQ,"2,555.00","2,755.00","2,725.00",Rs./Quintal,2025-09-10
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Cereals,Wheat,Other,FAQ,"2,575.00","2,750.00","2,700.00",Rs./Quintal,2025-09-10
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Lokwan,FAQ,"2,620.00","2,750.00","2,670.00",Rs./Quintal,2025-09-10
Gujarat,Rajkot,Rajkot APMC,Cereals,Wheat,Sharbati,FAQ,"2,645.00","3,055.00","2,735.00",Rs./Quintal,2025-09-10
Gujarat,Sabarkantha,Bhiloda APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,850.00","2,750.00",Rs./Quintal,2025-09-10
Gujarat,Sabarkantha,Himatnagar APMC,Cereals,Wheat,Sonalika,FAQ,"2,720.00","3,050.00","2,900.00",Rs./Quintal,2025-09-10
Gujarat,Sabarkantha,Meghraj APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,500.00","2,500.00",Rs./Quintal,2025-09-10
Gujarat,Sabarkantha,Modasa APMC,Cereals,Wheat,Lokwan Gujrat,FAQ,"2,625.00","2,825.00","2,825.00",Rs./Quintal,2025-09-10
Gujarat,Sabarkantha,Modasa(Tintoi) APMC,Cereals,Wheat,Lokwan,FAQ,"2,525.00","2,725.00","2,725.00",Rs./Quintal,2025-09-10
Gujarat,Sabarkantha,Talod APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,730.00","2,665.00",Rs./Quintal,2025-09-10
Gujarat,Sabarkantha,Vadali APMC,Cereals,Wheat,Other,FAQ,"2,700.00","2,780.00","2,740.00",Rs./Quintal,2025-09-10
Gujarat,Ahmedabad,Sanad APMC,Cereals,Wheat,Sharbati,FAQ,"2,455.00","2,865.00","2,660.00",Rs./Quintal,2025-09-11
